date,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f26,f27,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,activity,pred6h,pred15m,pred3h,pred15m_new,pred3h_new,pred6h_new
2018-12-01 00:00:00,0.0,0.0,0.0,0.0,0.019028560178619387,0.001782917680800438,0.0,0.0,0.0,0.0,1.6725547777128906,5.100251426890493e-05,0.02068745042852784,0.0017852201438426972,749088.5098412038,0.0,0.0,0.0,343.1735977172852,0.0,1.564556237538086,1.5962173685527343,0.00895790498838043,0.00892641039870453,265.49002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147730.1589623623,343.26825,343.3225,343.3165,343.31882,98996.02906666668,74.66666666666667,343.1634200000001,336.5361,336.59515,335.6939700000001,335.81763,342.98742999999996,332.1142,332.0655799999999,514.7743225097656,9428.011894226074,2643.5060501098637,51.40528034609065,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:01:00,27.10700035095215,294.5350402832031,1.665498158569336,5.164054110953212e-05,0.01920226043829346,0.001784581711359024,1719069.3616867063,753404.9000451566,2.511897087097168,0.5777028799057007,1.6726841723476562,5.101212552556396e-05,0.02075704963581848,0.0017903042916545871,750106.1390702723,2.609710931777954,0.6053544878959656,343.14867248535154,343.1685089111328,343.14613189697263,1.5658096293828123,1.5956932795917969,0.008942737316062927,0.008949011438446045,265.4914,0.5729361176490784,0.226601704955101,193.90870666503903,146.2707977294922,131.43919372558594,67.80455017089844,69.509521484375,69.71407318115234,66183.664,154253.015625,147578.09007674418,343.23813,343.3289200000001,343.3259,343.32742,98998.17703222224,74.65555555555554,343.15768,336.5461,336.5992700000001,335.8602,336.02896,342.96085,332.13428,332.11386,515.0505900382997,9167.607307434082,2844.996929168701,45.42703918830254,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:02:00,27.086240768432607,294.53787460327146,1.6656401671464844,5.171129270732403e-05,0.01916295630935669,0.0017870190134611128,1719166.2788391113,752931.343791008,2.5116240978240967,0.5777177810668945,1.6723677387177736,5.1208986579269175e-05,0.02063720446751404,0.0017884658180294035,748523.440840006,2.609565019607544,0.605390191078186,343.1537612915039,343.1415542602539,343.1471466064453,1.611383260676758,1.5958181983115234,0.008939805295013427,0.008938601545135498,265.4914,0.5871251225471497,0.2269115895032883,194.0292510986328,146.21433792114257,130.92802391052246,67.80154647827149,69.52197647094728,69.71210060119628,66024.625,154226.6453125,147420.45432290694,343.2006,343.32538,343.32004,343.32587,99000.32499777779,74.64444444444446,343.1719700000001,336.54245,336.5977200000001,335.6173,335.75293,342.9426,332.16263,332.14386,515.3269767761229,8903.614997863771,3041.940927505493,44.57947457130639,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:03:00,27.081090927124023,294.5338844299316,1.6653984677343752,5.160840424618125e-05,0.01902401432740784,0.0017929402760648726,1718981.146812439,752681.5892779827,2.511904001235962,0.5777394771575928,1.6723114506953125,5.106981790080667e-05,0.02067825064292908,0.0017854839939479828,749028.2807056905,2.6099119186401367,0.6056175231933594,343.1547760009765,343.12731781005857,343.1349472045898,1.5688559642851565,1.596337946991211,0.008944403068534851,0.008926647757835391,265.4942,0.5930905938148499,0.2271317549049854,193.87673873901366,145.8997758102417,130.86965753555296,67.8300997543335,69.48526363372804,69.74207441329956,65854.89,154116.53101562502,147423.6402005116,343.18005,343.32504,343.32697,343.333,99002.47296333336,74.63333333333334,343.16974,336.5484,336.5991,335.5841,335.7401700000001,342.9163200000001,332.1729,332.14407,515.6033039093019,8606.477737426758,3200.0739574432373,35.88263521981472,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:04:00,27.05792999267578,294.538765335083,1.6656443717939453,5.153456893339754e-05,0.01888663637258911,0.0017972471786870958,1719084.5012664797,752126.1064357758,2.511831045150757,0.5778955817222595,1.6728347258535157,5.089598329877854e-05,0.020590470150070192,0.0017885573443460465,749226.0829131603,2.609623908996582,0.6053786277770996,343.15274658203117,343.11002197265617,343.13646545410154,1.608382634361328,1.595223986681641,0.00894136826250458,0.00893021874118805,265.47885,0.5720329284667969,0.2271639272198081,193.87223209381102,145.70622668647766,130.53192455196378,67.80916132545472,69.49140511512756,69.71748061084747,65704.46,154257.33415234374,147595.12069048602,343.1803,343.3267,343.32526,343.31824,99004.62092888892,74.62222222222222,343.15972999999997,336.5324700000001,336.59198,335.7731,335.99057,342.91165,332.1688,332.12714,515.8795714378357,8351.073265075684,3381.7501068115234,41.46003115607019,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:05:00,27.004150390625,294.53740921020506,1.6655180967363281,5.158523706120253e-05,0.018909511858825685,0.0017942065446424483,1719121.0985183716,751729.6603093147,2.511748075485229,0.5778468251228333,1.6723293543554687,5.088734475758672e-05,0.02058358037744141,0.0017827204554958344,748470.506537676,2.609410047531128,0.6054902076721191,343.1603759765625,343.1115478515625,343.1369766235352,1.567240972758789,1.5962937303759763,0.008929330763725282,0.008908595748222352,265.47852,0.5831906199455261,0.2274467161688953,194.07852054405208,145.48115552549362,130.36366343789098,67.81601313467027,69.51205618810654,69.69559240489006,65560.234,153622.3877572266,147787.41231221173,343.1947,343.31445,343.30756,343.32233,99006.76889444444,74.6111111111111,343.16556,336.5154,336.6005,335.55637,335.63763,342.9102,332.1776700000001,332.14594,516.1560177803041,8108.915328979492,3595.5770015716553,48.77735097920329,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:06:00,26.9677791595459,294.5472816467285,1.6653189863339843,5.1637039333850156e-05,0.018943697931503297,0.001791987528169632,1719096.302986145,752934.3833048344,2.5116961002349854,0.5776324868202211,1.6721520809931645,5.0914622182816275e-05,0.020701196065338136,0.001782118050737381,751963.1417329311,2.60959792137146,0.605370283126831,343.14613189697263,343.1227401733398,343.13087310791013,1.6037887179257813,1.5918431788554688,0.008931887672576905,0.008925472618209841,265.4809,0.5872452259063721,0.2275233902855776,194.11122934350965,145.5725129408693,130.24196540393592,67.8513919823313,69.49359601786135,69.70843622824907,65411.73,153445.29258811526,147890.72919660114,343.2011,343.3163,343.3058200000001,343.31836,99008.91686,74.6,343.16913,336.52533,336.5977,335.6444,335.78937,342.9324,332.19717,332.2033,516.4322853088379,7853.578090667725,3791.8810844421387,44.6086512736378,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:07:00,26.97962951660156,294.54504051208494,1.6654165070283204,5.1694206028819077e-05,0.018930566885299684,0.0017924531070451738,1718922.1382141113,753064.8018288612,2.511652946472168,0.5775883793830872,1.6716227023144532,5.102187337630987e-05,0.02070706010743713,0.0017804210389156343,750264.7081685065,2.2913410663604736,0.587421715259552,343.14359130859367,343.1481689453125,343.1262954711914,1.5652612619736328,1.5945390360468752,0.008947181441932678,0.008925844551490784,265.4654,0.5748286843299866,0.2280169359254697,193.9683525076818,145.44110256482196,129.83338199579964,67.86419919901063,69.47561368095755,69.68096691622627,65276.78,153587.59436495948,148076.48336177107,343.23434,343.30682,343.30823,343.3199,99011.06482555557,74.58888888888889,343.16058,336.5320700000001,336.59784,335.69617,335.9129,342.95526,332.24643,332.24097,516.7006254196167,7590.231895446777,3984.818935394287,43.851738090306114,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:08:00,26.898290634155273,294.549730682373,1.6654104035078126,5.180767846208811e-05,0.01913428247863769,0.0017847618499851226,1719205.9755325315,753185.634193897,2.511837959289551,0.5778359770774841,1.6717485704707031,5.122067986094952e-05,0.02063739520252991,0.0017813817341032028,749079.2977762222,2.291213035583496,0.5874946713447571,343.1507095336914,343.151220703125,343.13138427734367,1.6062907544326173,1.5954401869414063,0.008942267895996094,0.00891369790989685,265.46362,0.5966225266456604,0.2286357040045129,194.0920151130105,145.34373234258672,129.34757303394912,67.8908813594214,69.48765109688526,69.65955475510735,65141.645,153548.79589671153,148100.95138118253,343.2545,343.33057,343.30457,343.32498,99013.21279111113,74.57777777777778,343.14477999999997,336.5152,336.58185,335.7612299999999,335.9783,342.9841,332.26395,332.2609,516.9646143913269,7325.6378173828125,4147.699832916261,36.895488416013066,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:09:00,26.87952995300293,294.5510829925537,1.6654696754736331,5.174670782876015e-05,0.01911695950064087,0.001773811408341408,1719174.62348938,753180.5371630192,2.511763095855713,0.5776824951171875,1.6718786432744142,5.110495569485426e-05,0.020684629669570933,0.001779989898306847,752380.7241709231,2.291222095489502,0.587584376335144,343.1471466064453,343.16342010498045,343.1176513671875,1.560192084741211,1.5934040525,0.008927499707572938,0.00891387380996704,265.46344,0.5958598852157593,0.2288025088206523,193.8768545123893,145.42365037023276,129.0584792180671,67.88017632648453,69.45262591813963,69.7259945130795,65015.715,153601.65375812596,148148.84053087342,343.2644,343.32474,343.2843,343.3164700000001,99015.36075666668,74.56666666666666,343.13788,336.53857,336.59152,335.82498,336.00067,342.9879,332.30646,332.3058200000001,517.2286033630371,7034.587860107422,4310.8201026916495,36.92194232933575,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:10:00,26.883020401000977,294.53882827758787,1.6651958308535155,5.1648484262645254e-05,0.01906571324043274,0.0017747144856595993,1718888.878822327,752215.1875717641,2.511842966079712,0.5776746273040771,1.6718776938378908,5.102698530653119e-05,0.020742263433532717,0.0017849132459039688,750657.3665931225,2.291256904602051,0.5874038934707642,343.14969482421867,343.1786865234375,343.1090072631836,1.6111113149296876,1.5936632486708986,0.008918602978721619,0.008924177739379884,265.45035,0.58371901512146,0.2288146231314355,193.8082566903344,145.52398808487544,128.73043509419992,67.83033712685952,69.45659603214476,69.66679973737669,64891.254,153448.91091396965,148040.98287932973,343.2795,343.33263999999997,343.28747999999996,343.32715,99017.50872222225,74.55555555555556,343.12354,336.51904,336.58456,335.87518,336.05804,343.00067,332.29812999999996,332.2859,517.4925923347473,6801.292896270752,4511.075973510742,45.32023717487843,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:11:00,26.85666084289551,294.5384181976318,1.665377037595703,5.1556734428405765e-05,0.018977816187286386,0.0017742404296722414,1719062.4475479126,752149.159979105,2.5117969512939453,0.5775803923606873,1.6722098609873048,5.096026116469504e-05,0.02064097678227234,0.0017830578180551531,749093.3263015747,2.29104995727539,0.5875399708747864,343.15172424316404,343.19241943359367,343.1064666748046,1.5642334291201172,1.5962729784062502,0.008911773605514527,0.008912673239006044,265.45923,0.5898950099945068,0.2290739521934363,193.8132791890696,145.585738814909,128.30892836939708,67.80709343335836,69.45354467292033,69.66435689101078,64778.88,153263.31771202118,148026.75404786327,343.27972,343.32874,343.28735,343.33273,99019.65668777778,74.54444444444445,343.1377,336.5026,336.5786,335.7734700000001,335.8998,343.00052,332.30344,332.26196,517.7565813064575,6543.568134307861,4706.821918487549,44.511123373395264,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:12:00,26.82056999206543,294.52464332580564,1.6657809550195313,5.153584795075656e-05,0.01914124218743897,0.001772269766084671,1719060.659408569,751869.6649923325,2.5882399082183842,0.5683487057685852,1.6721958907070311,5.07866790547669e-05,0.020681143457336428,0.001782312759399414,751489.5854787827,2.2912418842315674,0.5875453948974609,343.14053955078117,343.16749420166013,343.10036315917966,1.6081063483330078,1.5935121526298828,0.008901554447219849,0.008918941003555298,265.4633,0.5813856720924377,0.2288359644786601,193.91112993908882,145.3651669315366,128.12212193505812,67.81352831247168,69.39493756866884,69.70569768598662,64668.17,153007.50651392012,147980.33978297008,343.2572,343.32773,343.2804,343.3268,99021.80465333334,74.53333333333333,343.1167,336.50714,336.5619,335.79974,335.94452,342.98035,332.27533,332.2044,518.0205702781677,6287.742137908936,4896.601200103761,42.933722581434886,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 00:13:00,26.81599044799805,294.52559700012205,1.6654543488554687,5.154557096621394e-05,0.01894868671180725,0.0017750955583267212,1718963.7422561648,754053.5322957039,2.588206052780152,0.5682572722434998,1.6724720411015626,5.084603953355552e-05,0.0207588912883606,0.001784671118397713,748135.4118287562,2.2910349369049072,0.5874360203742981,343.1563018798828,343.16749420166013,343.10341491699216,1.5658560161386719,1.5964993512001953,0.008900561565498353,0.008932334840225221,265.45184,0.5881214737892151,0.2286152465281169,194.11089814916562,145.10679856909064,127.81648084990192,67.85370554980219,69.36318583794048,69.66623647112088,64564.375,153035.5225944741,147934.51029382154,343.24146,343.33112,343.2725200000001,343.32526,99023.9526188889,74.52222222222224,343.13135,336.48557,336.5619999999999,335.72678,335.88303,342.97958,332.21384,332.1314,518.2846188545227,6027.011871337891,5076.817989349365,40.88828278273419,0.0,0.0,0.0,0.0,0.0,0.0
